,dwelling_involved_type,general_zoning_classification,Total_area,type_of_road,property_general_shape,property_Flatness,utilities_types,LotConfig,LandSlope,Neighborhood,dwelling_type,HouseStyle,OverallQual,OverallCond,RoofStyle,roof_material,exterior_covering_1,exterior_covering_2,masonry_veneer_type,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,Heating,HeatingQC,CentralAir,electrical_system,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,total_rooms_above_grade,Functional,Fireplaces,GarageType,GarageYrBlt,interior_finish_garage,garage_car_capacity,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,three_season_porch_area,ScreenPorch,PoolArea,other_features_values,MoSold,YrSold,SaleType,SaleCondition,SalePrice,year_diff,Is_diff,finish_percentage_of_Bsmt,Unfinished_percentage_of_Bsmt,LotFrontage,Condition_all,Bsmt Exposure
1078,120.0,RM,4435.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Other,1Story,6.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,Other,Gd,TA,Mn,GLQ,Unf,0.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,3.0,Typ,1.0,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,WD,Normal,155900.0,0.0,0.0,0.7806603773584906,0.21933962264150944,67.64123524069028,Norm,Other
1079,20.0,RL,8775.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Other,Gd,TA,No,GLQ,Unf,0.0,990.0,GasA,Gd,Y,SBrkr,990.0,0.0,0.0,990.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Attchd,1996.0,Unf,1.0,299.0,TA,TA,Y,0.0,64.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,WD,Normal,126000.0,0.0,0.0,0.5,0.5,60.0,Norm,No
1080,20.0,RL,11040.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6.0,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,Other,TA,TA,No,ALQ,Unf,0.0,1258.0,GasA,Ex,Y,SBrkr,1258.0,0.0,0.0,1258.0,0.0,1.0,2.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,Attchd,1971.0,RFn,2.0,528.0,TA,TA,Y,55.0,0.0,0.0,216.0,0.0,0.0,0.0,10.0,2008.0,Other,Other,145000.0,33.0,1.0,0.5214626391096979,0.4785373608903021,60.0,Norm,No
1081,20.0,RL,7500.0,Pave,Reg,Lvl,AllPub,Other,Gtl,Sawyer,1Fam,1Story,5.0,5.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Other,TA,TA,No,ALQ,Unf,0.0,1040.0,GasA,Other,Y,SBrkr,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,0.0,Attchd,1963.0,Fin,1.0,308.0,TA,TA,Y,0.0,0.0,220.0,0.0,0.0,0.0,0.0,6.0,2010.0,WD,Normal,133000.0,0.0,0.0,0.7923076923076923,0.2076923076923077,107.0,Other,No
1082,20.0,RL,8749.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,Other,Gd,TA,No,Unf,Unf,0.0,1459.0,GasA,Ex,Y,SBrkr,1459.0,0.0,0.0,1459.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Attchd,2002.0,RFn,2.0,527.0,TA,TA,Y,192.0,39.0,0.0,0.0,0.0,0.0,0.0,9.0,2007.0,WD,Normal,192000.0,0.0,0.0,0.0,1.0,89.0,Norm,No
1083,20.0,RL,8800.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6.0,6.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,Other,TA,TA,No,BLQ,Unf,0.0,1251.0,GasA,TA,Y,SBrkr,1251.0,0.0,0.0,1251.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,2.0,Attchd,1964.0,RFn,1.0,461.0,TA,TA,Y,0.0,116.0,0.0,0.0,0.0,0.0,700.0,3.0,2006.0,WD,Normal,160000.0,0.0,0.0,0.44204636290967225,0.5579536370903277,68.0,Norm,No
1084,60.0,RL,13031.0,Pave,Other,Lvl,AllPub,Other,Gtl,Gilbert,1Fam,2Story,6.0,5.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Other,Gd,TA,No,ALQ,Unf,0.0,691.0,GasA,Gd,Y,SBrkr,691.0,807.0,0.0,1498.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,Attchd,1995.0,Fin,2.0,409.0,TA,TA,Y,315.0,44.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,187500.0,1.0,1.0,0.8567293777134588,0.14327062228654125,60.0,Norm,No
1085,85.0,RL,9069.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,Other,6.0,6.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Other,Gd,TA,Av,GLQ,Unf,0.0,936.0,GasA,Ex,Y,SBrkr,996.0,0.0,0.0,996.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Attchd,1992.0,Unf,2.0,564.0,TA,TA,Y,120.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,WD,Normal,147000.0,0.0,0.0,0.7980769230769231,0.20192307692307693,24.0,Norm,Av
1086,160.0,RM,1974.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Other,2Story,4.0,5.0,Gable,CompShg,Other,Other,None,0.0,TA,TA,Other,TA,TA,No,BLQ,Unf,0.0,546.0,GasA,TA,Y,SBrkr,546.0,546.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,1973.0,RFn,1.0,286.0,TA,TA,Y,120.0,96.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,83500.0,0.0,0.0,0.6117216117216118,0.3882783882783883,60.0,Norm,No
1087,60.0,Other,10574.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,TA,Mn,Unf,Unf,0.0,1082.0,GasA,Ex,Y,SBrkr,1082.0,871.0,0.0,1953.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,Attchd,2005.0,RFn,3.0,1043.0,TA,TA,Y,160.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,WD,Normal,252000.0,1.0,1.0,0.0,1.0,67.64123524069028,Norm,Other
1088,160.0,RM,2522.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Other,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,Other,50.0,Gd,TA,Other,Gd,TA,No,Unf,Unf,0.0,970.0,GasA,Ex,Y,SBrkr,970.0,739.0,0.0,1709.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Other,0.0,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,WD,Normal,137500.0,0.0,0.0,0.0,1.0,80.0,Norm,No
1089,120.0,Other,3316.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Other,1Story,8.0,5.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,Other,Gd,TA,No,GLQ,Unf,0.0,1247.0,GasA,Ex,Y,SBrkr,1247.0,0.0,0.0,1247.0,1.0,0.0,1.0,1.0,1.0,1.0,Gd,4.0,Typ,1.0,Attchd,2005.0,Fin,2.0,550.0,TA,TA,Y,0.0,84.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,WD,Normal,197000.0,0.0,0.0,0.8331996792301524,0.16680032076984763,51.0,Norm,No
1091,160.0,Other,2160.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Other,2Story,7.0,5.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,Other,Gd,TA,No,BLQ,Unf,0.0,600.0,GasA,Ex,Y,SBrkr,624.0,628.0,0.0,1252.0,1.0,0.0,2.0,1.0,2.0,1.0,Gd,4.0,Typ,0.0,Detchd,1999.0,Unf,2.0,462.0,TA,TA,Y,0.0,48.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,WD,Normal,160000.0,1.0,1.0,0.85,0.15,65.0,Norm,No
1092,50.0,RL,8400.0,Pave,Reg,Other,AllPub,Inside,Gtl,SWISU,1Fam,1.5Fin,6.0,5.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Other,TA,TA,No,Rec,Unf,0.0,1181.0,GasA,Other,Y,SBrkr,1390.0,304.0,0.0,1694.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Typ,1.0,Detchd,1925.0,Unf,2.0,576.0,TA,TA,Y,342.0,0.0,128.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,136500.0,25.0,1.0,0.35817104149026247,0.6418289585097375,70.0,Norm,No
1093,20.0,RL,9230.0,Pave,Reg,Lvl,AllPub,Other,Gtl,NAmes,1Fam,1Story,5.0,8.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,Other,TA,TA,Mn,GLQ,Unf,0.0,864.0,GasA,Gd,Y,SBrkr,1200.0,0.0,0.0,1200.0,1.0,0.0,1.0,1.0,1.0,1.0,Gd,6.0,Typ,0.0,Detchd,1977.0,Unf,2.0,884.0,TA,TA,Y,0.0,64.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,WD,Normal,146000.0,33.0,1.0,0.7650462962962963,0.2349537037037037,75.0,Other,Other
1094,20.0,RL,5868.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,7.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Other,TA,TA,No,BLQ,Rec,240.0,936.0,GasA,Ex,Y,SBrkr,936.0,0.0,0.0,936.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Attchd,1956.0,Fin,1.0,308.0,TA,TA,Y,0.0,0.0,80.0,0.0,160.0,0.0,0.0,5.0,2010.0,WD,Normal,129000.0,44.0,1.0,0.5213675213675214,0.47863247863247865,71.0,Norm,No
1095,20.0,RL,9317.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,6.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,TA,No,GLQ,Unf,0.0,1314.0,GasA,Gd,Y,SBrkr,1314.0,0.0,0.0,1314.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Attchd,2006.0,RFn,2.0,440.0,TA,TA,Y,0.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,2007.0,WD,Normal,176432.0,0.0,0.0,0.0182648401826484,0.9817351598173516,80.0,Norm,No
1097,120.0,RL,3696.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Other,1Story,8.0,5.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,Other,Gd,TA,No,Unf,Unf,0.0,1074.0,GasA,Ex,Y,SBrkr,1088.0,0.0,0.0,1088.0,0.0,0.0,1.0,1.0,2.0,1.0,Gd,5.0,Typ,0.0,Attchd,1987.0,RFn,2.0,461.0,TA,TA,Y,0.0,74.0,137.0,0.0,0.0,0.0,0.0,10.0,2007.0,WD,Normal,170000.0,0.0,0.0,0.0,1.0,75.0,Norm,No
1098,50.0,RM,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,4.0,6.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Other,TA,TA,No,BLQ,Unf,0.0,672.0,GasA,TA,Y,SBrkr,757.0,567.0,0.0,1324.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,WD,Normal,128000.0,14.0,1.0,1.0,0.0,78.0,Norm,No
1099,20.0,RL,11880.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,7.0,5.0,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,TA,TA,Other,Gd,TA,No,ALQ,Unf,0.0,1271.0,GasA,TA,Y,SBrkr,1601.0,0.0,0.0,1601.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Attchd,1978.0,RFn,2.0,478.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,Other,Other,157000.0,0.0,0.0,0.5538945712037766,0.44610542879622345,90.0,Other,No
1100,30.0,RL,8400.0,Pave,Reg,Other,AllPub,Inside,Gtl,SWISU,1Fam,1Story,2.0,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Other,TA,Other,No,Rec,Unf,0.0,290.0,GasA,TA,N,Other,438.0,0.0,0.0,438.0,0.0,0.0,1.0,0.0,1.0,1.0,Other,3.0,Typ,0.0,Detchd,1930.0,Unf,1.0,246.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,WD,Normal,60000.0,30.0,1.0,1.0,0.0,67.64123524069028,Norm,No
1101,20.0,RL,9758.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,5.0,Gable,CompShg,HdBoard,MetalSd,None,0.0,TA,TA,Other,TA,TA,No,BLQ,LwQ,287.0,950.0,GasA,TA,Y,SBrkr,950.0,0.0,0.0,950.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Detchd,1981.0,Unf,1.0,280.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,WD,Normal,119500.0,0.0,0.0,0.7357894736842105,0.26421052631578945,70.0,Norm,No
1102,20.0,RL,7000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,Other,TA,TA,No,Rec,Unf,0.0,1010.0,GasA,Ex,Y,SBrkr,1134.0,0.0,0.0,1134.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,Attchd,1960.0,RFn,1.0,254.0,TA,TA,Y,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,WD,Other,135000.0,42.0,1.0,0.5821782178217821,0.4178217821782178,70.0,Norm,No
1103,20.0,RL,8910.0,Pave,Reg,Lvl,AllPub,Other,Gtl,NAmes,1Fam,1Story,6.0,6.0,Hip,CompShg,Other,Other,None,0.0,TA,TA,Other,TA,TA,Mn,ALQ,Unf,0.0,655.0,GasA,Ex,Y,SBrkr,1194.0,0.0,0.0,1194.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Other,1954.0,Fin,2.0,539.0,TA,TA,Y,0.0,0.0,192.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,159500.0,0.0,0.0,1.0,0.0,85.0,Norm,Other
1104,160.0,RM,2016.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Other,2Story,5.0,5.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,TA,TA,Other,TA,TA,No,Unf,Unf,0.0,630.0,GasA,TA,Y,SBrkr,630.0,672.0,0.0,1302.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,Detchd,1970.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,WD,Normal,106000.0,0.0,0.0,0.0,1.0,70.0,Norm,No
1105,60.0,RL,12256.0,Pave,IR1,Lvl,AllPub,Other,Gtl,NoRidge,1Fam,2Story,8.0,5.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,Gd,TA,Other,Other,TA,Av,GLQ,Unf,0.0,1463.0,GasA,Ex,Y,SBrkr,1500.0,1122.0,0.0,2622.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,2.0,Attchd,1994.0,RFn,2.0,712.0,TA,TA,Y,186.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,WD,Normal,325000.0,1.0,1.0,0.7053998632946001,0.29460013670539986,152.0,Norm,Av
1106,20.0,RL,10357.0,Pave,IR1,Lvl,AllPub,Other,Gtl,SawyerW,1Fam,1Story,7.0,5.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,Other,Gd,TA,Mn,GLQ,Unf,0.0,910.0,GasA,Gd,Y,SBrkr,1442.0,0.0,0.0,1442.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Attchd,1990.0,Fin,2.0,719.0,TA,TA,Y,0.0,244.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,179900.0,1.0,1.0,0.810989010989011,0.189010989010989,50.0,Other,Other
1108,60.0,RL,8063.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Other,Gd,TA,No,Unf,Unf,0.0,924.0,GasA,Ex,Y,SBrkr,948.0,742.0,0.0,1690.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,Attchd,2000.0,RFn,2.0,463.0,TA,TA,Y,100.0,48.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,WD,Other,181000.0,0.0,0.0,0.0,1.0,69.0,Norm,No
1109,20.0,RL,11362.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,8.0,5.0,Gable,CompShg,MetalSd,MetalSd,Other,42.0,Gd,TA,Other,Other,TA,Mn,GLQ,Unf,0.0,1836.0,GasA,Ex,Y,SBrkr,1836.0,0.0,0.0,1836.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Attchd,2004.0,Fin,3.0,862.0,TA,TA,Y,125.0,185.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,WD,Normal,280000.0,1.0,1.0,0.5659041394335512,0.4340958605664488,99.0,Norm,Other
1110,60.0,RL,8000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6.0,5.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Other,Gd,TA,No,GLQ,Unf,0.0,773.0,GasA,Gd,Y,SBrkr,773.0,885.0,0.0,1658.0,1.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Typ,1.0,Attchd,1995.0,Fin,2.0,431.0,TA,TA,Y,224.0,84.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,188000.0,1.0,1.0,0.2833117723156533,0.7166882276843467,68.0,Norm,No
1111,60.0,RL,10480.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,7.0,6.0,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,TA,TA,Other,TA,TA,No,ALQ,Unf,0.0,803.0,GasA,TA,Y,SBrkr,1098.0,866.0,0.0,1964.0,0.0,0.0,2.0,1.0,4.0,1.0,TA,8.0,Typ,1.0,Attchd,1976.0,RFn,2.0,483.0,TA,TA,Y,0.0,69.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,WD,Normal,205000.0,0.0,0.0,0.50186799501868,0.49813200498132004,72.0,Norm,No
1112,20.0,RL,7100.0,Pave,IR1,Lvl,AllPub,Other,Gtl,NAmes,1Fam,1Story,5.0,7.0,Gable,CompShg,Other,Other,None,0.0,TA,TA,Other,TA,TA,No,GLQ,Unf,0.0,816.0,GasA,TA,Y,Other,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Detchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,129900.0,0.0,0.0,0.8676470588235294,0.1323529411764706,52.0,Norm,No
1113,20.0,RL,8923.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Other,TA,TA,No,BLQ,Unf,0.0,1008.0,GasA,Gd,Y,SBrkr,1008.0,0.0,0.0,1008.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,Attchd,1953.0,Unf,1.0,240.0,TA,TA,Y,0.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,134500.0,53.0,1.0,0.6378968253968254,0.3621031746031746,21.0,Norm,No
1114,20.0,RL,5400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,5.0,7.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,Other,TA,TA,No,Rec,Unf,0.0,833.0,GasA,Ex,Y,SBrkr,833.0,0.0,0.0,833.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,Detchd,1955.0,Unf,1.0,326.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,WD,Normal,117000.0,46.0,1.0,0.49819927971188477,0.5018007202881153,66.0,Norm,No
1115,20.0,RL,12085.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,8.0,5.0,Hip,CompShg,VinylSd,VinylSd,Other,328.0,Gd,TA,Other,Other,TA,No,GLQ,Unf,0.0,1734.0,GasA,Ex,Y,SBrkr,1734.0,0.0,0.0,1734.0,1.0,0.0,2.0,0.0,3.0,1.0,Other,7.0,Typ,1.0,Attchd,2007.0,RFn,3.0,928.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,Other,Other,318000.0,0.0,0.0,0.5790080738177624,0.4209919261822376,55.0,Norm,No
1116,80.0,RL,7750.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,Other,8.0,5.0,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,TA,No,GLQ,Unf,0.0,408.0,GasA,Ex,Y,SBrkr,779.0,640.0,0.0,1419.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Other,2002.0,Fin,2.0,527.0,TA,TA,Y,120.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,WD,Normal,184100.0,0.0,0.0,0.8651960784313726,0.13480392156862744,78.0,Norm,No
1117,20.0,RL,9764.0,Pave,IR1,Lvl,AllPub,Other,Gtl,Sawyer,1Fam,1Story,5.0,7.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Other,TA,TA,No,BLQ,Unf,0.0,894.0,GasA,Ex,Y,SBrkr,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,Attchd,1967.0,RFn,2.0,450.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,WD,Normal,130000.0,36.0,1.0,0.785234899328859,0.21476510067114093,89.0,Other,No
1118,80.0,RL,13825.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,Other,5.0,6.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,Other,TA,TA,No,Unf,Unf,0.0,533.0,GasA,TA,Y,SBrkr,1021.0,580.0,0.0,1601.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,6.0,Other,0.0,Other,1958.0,RFn,1.0,300.0,TA,TA,Y,280.0,34.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,WD,Normal,140000.0,29.0,1.0,0.0,1.0,60.0,Norm,No
1119,20.0,RL,7560.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,5.0,Gable,CompShg,Other,Wd Sdng,None,0.0,TA,TA,Other,TA,TA,No,LwQ,Unf,0.0,1040.0,GasA,TA,Y,Other,1040.0,0.0,0.0,1040.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,1959.0,RFn,1.0,286.0,TA,TA,Y,140.0,0.0,252.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,133700.0,0.0,0.0,0.3548076923076923,0.6451923076923077,65.0,Norm,No
1120,30.0,RM,8263.0,Pave,Reg,Other,AllPub,Inside,Other,IDOTRR,1Fam,1Story,6.0,5.0,Gable,CompShg,Other,Other,None,0.0,TA,TA,Other,TA,TA,No,Unf,Unf,0.0,1012.0,GasA,TA,Y,Other,1012.0,0.0,0.0,1012.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,Detchd,1920.0,Unf,1.0,308.0,TA,TA,Y,0.0,22.0,112.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,118400.0,30.0,1.0,0.0,1.0,86.0,Norm,No
1121,20.0,RL,10084.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,Other,Gd,TA,Av,GLQ,Unf,0.0,1552.0,GasA,Ex,Y,SBrkr,1552.0,0.0,0.0,1552.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,2005.0,RFn,3.0,782.0,TA,TA,Y,144.0,20.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,Other,Other,212900.0,1.0,1.0,0.015463917525773196,0.9845360824742269,72.0,Norm,Av
1122,20.0,RL,8926.0,Pave,IR1,Lvl,AllPub,Other,Gtl,Edwards,1Fam,1Story,4.0,3.0,Gable,CompShg,Other,Other,None,0.0,TA,TA,Other,TA,TA,No,Unf,Unf,0.0,672.0,GasA,Ex,Y,Other,960.0,0.0,0.0,960.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Other,1956.0,Unf,1.0,288.0,TA,TA,Y,64.0,0.0,0.0,0.0,160.0,0.0,0.0,10.0,2009.0,Other,Other,112000.0,0.0,0.0,0.0,1.0,70.0,Norm,No
1124,80.0,RL,9125.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,Other,7.0,5.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,TA,TA,Other,Gd,TA,No,Unf,Unf,0.0,384.0,GasA,Gd,Y,SBrkr,812.0,670.0,0.0,1482.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Attchd,1992.0,Fin,2.0,392.0,TA,TA,Y,100.0,25.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,WD,Normal,163900.0,0.0,0.0,0.0,1.0,70.0,Norm,No
